id,adaptibility,danceability,duration,energy,explicit,happening,instrumentalness,loudness,mode,naturality,positiveness,release_date,reputation,speechiness,tempo,time_signature,total_tracks
oOTJ/Qmj0FRP7vyH,9,76.4,264005.0,,False,0.106,0.95,-16.65,5,0.46,0.244,2022-07-24,45,0.137,80.014,4,4
jTi4ClLLqNqFlQal,11,49.8,383657.0,80.4,False,0.167,0.0,-2.99,6,0.125,0.697,2015-11-06,65,0.0332,166.054,4,11
9J8AVqOv/xrqGiXP,11,74.7,491449.0,71.6,False,0.0907,0.0,-5.142,5,0.26,0.487,2016-03-18,64,0.0798,123.979,4,13
RUHofLOOA9l5Q1Co,0,61.2,333791.0,92.1,False,0.166,0.0,-5.676,6,0.0115,0.674,2015-04-14,60,0.0705,96.042,4,12
+uuVSoEuW50seZo4,9,55.2,356857.0,70.19999999999999,False,0.105,2.06e-05,-6.414,6,0.117,0.564,2019-08-23,100,0.157,169.994,4,18
zCVcAqFEq4Z5Kl25,6,89.9,301737.0,65.0,True,0.229,0.000372,-7.262,6,0.0002,0.415,2023-10-19,59,0.45,155.016,4,1
yIYoSG/FVm4wCXU2,2,32.5,,69.39999999999999,False,0.171,0.875,-13.596,5,0.00325,0.193,2023-04-21,43,0.0553,136.276,4,10
3H2nbKYaWAMlefhq,2,81.6,410057.0,52.900000000000006,False,0.0672,0.375,-5.327999999999999,5,0.0559,0.816,2023-10-12,51,0.0325,114.996,4,6
Nfb5B58Qd7NxwpNg,10,23.6,522637.0,27.1,False,0.159,0.957,-47.526,5,0.912,0.0392,2005-01-01,27,0.0372,113.334,5,6
r/Cwakb2uWHYGC9p,8,88.6,329125.0,49.1,False,0.229,2.46e-06,-20.178,6,0.29,0.971,1971,69,0.171,93.236,4,16
ULeKz/dCVgKh6FSy,5,58.7,412271.0,78.10000000000001,True,0.102,2.02e-05,-10.204,5,0.000116,0.723,2022-09-16,72,0.055,149.982,4,10
2Ja5s315bv0aF5PL,1,,465719.0,52.5,False,0.441,0.0,-8.0,5,0.232,0.502,2023-02-24,85,0.0671,66.9,4,1
jgbqiO/JvJJ82k2E,1,,316405.0,76.6,False,0.137,0.0628,-8.018,5,0.814,0.628,1999-01-14,40,0.0482,127.453,4,20
V//5vEYqilHPgvkw,10,81.6,352671.0,51.4,False,0.0899,0.949,-12.482,6,0.767,0.912,1962,73,0.0339,136.837,4,12
FikIgNsWoCWqs83J,6,75.7,435255.0,79.80000000000001,False,0.0612,0.00086,-7.032,6,0.0271,0.713,2023-07-26,43,0.0573,111.996,4,2
yovdb7qLRe1BtVbg,4,86.1,454741.0,22.0,False,0.0896,0.0318,-23.664,5,0.464,0.202,2017-06-21,52,0.0787,133.07,4,9
HN0+jfwS5obcarL1,5,86.5,339071.0,65.2,False,0.0833,0.000919,-13.092,6,0.566,0.829,1972,60,0.143,90.081,4,11
ePmvMHNUwQnDCVSm,7,55.2,564005.0,72.3,False,0.302,0.000102,-0.7320000000000002,6,0.424,0.144,2013-03-05,42,0.139,150.13,4,1
4RJziCM318s4iI8N,6,74.7,392005.0,94.9,False,0.635,0.73,-1.4379999999999995,6,0.00347,0.733,2023-06-16,43,0.0715,130.06,4,9
Ab8gD3ZE004iiycc,1,88.4,389213.0,70.7,True,0.363,0.258,-8.214,6,0.000502,0.582,2023-06-23,74,0.202,127.013,4,1
Jv6aDW0hXrJTmTg3,10,79.60000000000001,515345.0,53.7,False,0.0862,0.0725,-13.765999999999998,5,0.445,0.857,1996-04-02,62,0.0751,97.886,4,12
gFGhy466v9dbWGO2,0,60.1,360091.0,4.4,False,0.0718,0.903,-37.412,6,0.862,0.0487,2022-09-22,28,0.0441,130.032,3,6
p3/YkezgpZfrfcF9,5,79.7,337625.0,44.0,True,0.0849,1.57e-06,-8.174,5,0.471,0.436,2019-10-18,72,0.0594,111.014,4,1
NT2K4t3zDC+twbH9,7,83.7,317175.0,56.39999999999999,True,0.263,0.00015,-6.534000000000001,6,0.000765,0.605,2023-09-14,62,0.217,154.961,4,1
2cZee4NqjUymoxW7,0,67.60000000000001,771205.0,24.9,False,0.128,0.00712,-22.196,5,0.471,0.48,1975,53,,79.828,3,13
ZJ5hemwVX6n3QiGb,4,71.1,280311.0,32.6,False,0.118,0.327,,6,0.634,0.123,2021-06-07,47,0.0389,129.959,4,2
KShTZwuT2co6kksn,1,24.9,261991.0,5.15,False,0.104,0.898,-53.502,5,0.993,0.0396,2023-09-04,33,0.044,69.876,3,2
1jK5/da+A/hFfu0a,8,72.7,291605.0,73.9,True,0.161,0.00137,-2.6100000000000003,6,0.365,0.533,2019-08-30,82,0.0411,93.005,4,8
kHxUeBFvHAk9IU11,2,69.89999999999999,412337.0,,False,0.285,3.59e-05,-10.096,6,0.0317,0.121,2014-04-23,80,0.0487,119.987,4,1
Ganl7xzSaD+eVBHB,2,56.3,449977.0,85.7,False,0.0681,0.00818,-1.9080000000000004,5,0.0146,0.422,2011-01-01,58,0.0364,79.979,4,10
NikaMnnA3LfTDbHW,2,53.2,494857.0,78.3,False,0.161,0.0012,-6.394,6,0.0038,0.643,2013-01-01,88,0.0523,124.08,4,10
nIb7IZjCKrUk8fEp,7,55.900000000000006,341769.0,57.3,False,0.0651,6.1e-05,-10.986,5,0.0195,0.506,2023-05-12,46,0.142,147.622,4,4
b3RD+N3/547059wo,2,58.6,248475.0,12.0,False,0.101,0.942,-22.41,5,0.736,0.0974,2022-09-14,43,0.0506,84.858,4,3
DLw15ehV9AV4maUc,10,34.4,445431.0,50.3,True,0.213,0.0,-1.484,6,0.0407,0.232,2023-03-17,45,0.0306,144.297,3,8
rPdwLQYYk1EOeccl,10,62.6,546025.0,33.5,False,0.783,0.0,-15.368,5,0.228,0.444,2023-07-20,49,0.0437,,4,1
IKRprAUUEYei2DOo,2,83.3,,43.4,True,0.165,0.0219,-12.59,6,0.0102,0.281,2017-06-30,84,0.431,150.062,4,20
3DUiJCB7KPSxRvmM,11,9.44,441631.0,0.194,False,0.112,0.454,-62.644000000000005,6,0.993,0.065,2016-10-21,46,0.0494,78.551,4,13
4OuYkzd6c+pUm9nQ,3,20.0,256005.0,9.75,False,0.128,0.847,,6,0.842,0.0455,2022-08-19,25,0.0357,75.932,3,3
Xu8ubN3fiH/4ikfD,8,40.0,399737.0,99.4,True,0.145,0.097,-9.68,5,3.65e-05,0.253,2015-09-11,66,0.0625,104.134,4,12
IFTqqpduuusRLBAY,2,81.69999999999999,616005.0,77.10000000000001,False,0.0435,0.839,-13.856000000000002,6,0.0214,0.662,2023-09-15,49,0.0639,99.982,4,2
ebhOQJsedUKmtdo+,8,64.4,307897.0,73.5,False,0.161,0.144,-6.494,6,0.0521,0.418,2022-12-08,92,0.0391,88.98,4,23
46sMVgBVuAK2k6wz,11,52.6,482885.0,71.2,False,0.179,0.0,-8.05,5,0.0161,0.32,2011,74,0.0356,105.009,4,22
/uQ9HlX/eAM6telX,4,15.2,524831.0,,False,0.0676,0.944,-44.892,6,0.99,0.0906,2020-05-08,58,0.0395,143.978,3,13
16+ujXxrfUvNBdbz,1,73.2,374577.0,88.0,False,0.0635,0.00929,-6.672000000000001,5,0.00407,0.863,2023-05-05,65,0.101,125.019,4,3
yhHZsKP1AMF5NkX+,4,48.2,491727.0,94.6,True,0.0466,0.0,-1.46,5,0.00251,0.284,2017-12-15,68,0.0852,135.071,4,13
QWKctw6hdZXINVyU,11,46.1,264057.0,46.6,False,0.135,2.76e-05,-14.254,6,0.86,0.251,1959-01-01,57,0.0598,128.537,4,12
i3jCLIwfyjgscJVG,1,23.5,402207.0,93.2,True,0.681,0.000119,-3.4160000000000004,6,0.000137,0.159,2021-11-18,40,0.132,87.543,4,1
DIMFpsf2CfscK2tn,9,31.7,441765.0,87.9,False,0.0972,0.00142,-10.066,6,0.00091,0.849,2007,52,0.0406,169.534,4,24
PO/JKj/H3sJEaaU+,1,82.5,467429.0,65.2,False,0.0931,0.0,-1.3659999999999997,5,0.581,0.931,2017-03-03,89,0.0802,95.977,4,16
ZUYiC2ZsRTbpKTrF,4,67.9,564137.0,51.3,False,0.0627,0.0455,-11.047999999999998,5,0.726,0.885,1971,36,0.0396,100.891,4,11
HTajRpRDaa0zPtlQ,0,48.2,360277.0,69.1,False,0.048,0.0,,6,0.0278,0.364,2022-11-04,55,0.0328,75.932,4,12
GRdMqFab+rpXaWf9,11,62.5,386297.0,57.6,False,0.187,4.07e-05,-6.385999999999999,5,0.0543,0.235,2012-09-28,72,0.175,179.063,4,11
ivC865RLigpxO9Bw,10,52.1,380885.0,52.5,False,0.145,2.2e-05,-14.162,6,0.0306,0.495,1973-10-26,60,0.0463,150.392,4,14
lrqc/fDCNQO8UaRe,4,83.2,573977.0,,False,0.0947,0.056,-32.468,5,0.077,0.54,2004,47,0.058,143.996,4,10
EWarc03RqWeqUUIV,1,73.2,580849.0,70.3,False,0.202,0.34,-7.318,5,0.215,0.725,2018-09-07,50,0.0584,,4,14
8rdmB7s2G2/PgiSZ,2,50.4,565629.0,54.400000000000006,False,0.0861,0.862,,5,0.613,0.175,2021-06-18,48,0.0402,,4,7
EIP6a8qoYoDtkKGD,10,64.4,549125.0,33.1,False,0.138,0.0107,-11.536,6,0.886,0.299,2021-09-24,42,0.0349,147.968,4,1
zSIp6ryIVBWAqbFW,8,61.3,409333.0,68.10000000000001,True,0.126,0.0,,6,0.0287,0.619,2017-06-22,70,0.0778,97.621,4,23
9ZYaU8dJu9OOFSAy,6,44.6,374587.0,97.4,True,0.408,0.806,-1.7720000000000002,6,4.92e-05,0.298,2023-04-19,58,0.118,99.058,4,1
tossoYqYxc6b5qgv,6,,346563.0,80.7,False,0.0849,0.112,,6,0.000881,0.595,2021-08-27,64,0.0695,84.051,4,15
ctuWkDGNB/mH34yT,7,63.7,426433.0,29.9,True,0.359,0.0,-17.628,6,0.742,0.364,2021-04-09,73,0.0366,83.872,4,1
rmWEBBEwbZWrlvpZ,5,53.1,401605.0,96.0,True,0.32,0.0,,5,0.000315,0.305,2020-08-28,62,0.128,98.018,4,11
DhVHH6uwGp/BhPMD,1,7.340000000000001,768005.0,15.8,False,0.101,0.814,-32.012,6,0.4,0.0262,2023-04-21,29,0.037,177.623,3,4
gbgZcQIbwd7JIbRv,10,77.5,553445.0,28.1,False,0.0941,0.242,-15.432,5,0.549,0.0398,2011-01-01,56,0.096,139.949,4,11
UvbZh+Ckq7Tei4T2,4,64.2,322511.0,82.3,False,0.216,0.00211,-2.3600000000000003,5,0.000281,0.826,2021-04-30,63,0.0612,112.005,4,11
/8RtxQYc6vl9JVgF,8,76.1,238553.0,79.5,True,0.281,0.0,-5.752000000000001,5,0.725,0.845,2023-08-30,64,0.299,145.062,4,1
R4cTgibu947VDUyi,4,34.4,603417.0,52.1,False,0.658,0.412,-15.675999999999998,5,0.00542,0.329,1974,50,0.0346,95.931,4,8
XEvs6bW60w+ZK4If,6,63.7,327747.0,74.2,False,0.097,7.74e-06,,6,0.0625,0.518,2023-03-31,74,0.0425,76.969,4,9
FS+22NHOUiuO7n96,9,73.9,430725.0,51.1,False,0.133,1.34e-06,-10.688,6,0.167,0.542,2006-01-01,81,0.0362,96.038,4,11
ExjpU7DBj7Pf9obt,2,78.3,284031.0,53.6,True,0.0901,0.0,-13.148,5,0.41,0.796,2023-10-13,35,,120.073,4,1
d56aPhJXN4l5MUjZ,1,67.4,560911.0,55.00000000000001,False,0.23,0.00334,-9.666,6,0.265,0.777,2000-06-13,51,0.026,97.801,3,12
muV1oBO3MoKaer7V,4,63.1,450457.0,68.89999999999999,False,0.102,0.000357,-11.716,6,0.0731,0.645,2016-03-11,56,0.0284,107.667,4,60
kqLJutTq6ppeU2/R,4,57.1,387125.0,96.7,False,0.366,0.00206,-0.3559999999999998,6,0.00188,0.685,2019-11-01,44,0.0772,107.378,4,14
RrtWcO0d2mt/ltBB,8,55.3,550645.0,53.1,False,0.11,4.84e-05,-8.534,6,0.656,0.326,2013-07-08,57,0.132,92.049,4,11
Isr+LLWBxLhnb72c,11,39.1,631127.0,83.7,False,0.253,0.831,-7.731999999999999,5,0.00334,0.52,2023-07-21,48,0.0634,84.473,4,3
focK9AgFfxfJIVHb,4,31.5,833391.0,,False,0.274,0.0077,-15.874,5,0.047,0.164,1982-06-07,54,0.103,,3,8
sD/dwOvwSrQ2tc9d,6,39.6,586645.0,44.5,False,0.091,8.57e-06,-19.57,6,0.214,0.17,2012-01-01,49,0.0396,155.058,4,4
ajpIsoThNqrycfO6,9,,554601.0,82.89999999999999,False,0.15,5.27e-05,-4.811999999999999,6,0.0716,0.162,2023-06-09,64,0.0326,127.977,4,1
CYjxWOVzOaZn8gR3,10,60.2,654439.0,83.5,False,0.138,6.43e-05,-4.146000000000001,5,0.0921,0.496,2023-04-25,69,0.0413,97.992,4,1
A2L8bUF9CDld1y60,9,65.8,409415.0,61.9,False,0.0951,0.0667,-9.632,5,0.788,0.354,2020-07-17,66,0.0772,136.077,4,1
de/piEVv2UHuuOCu,11,29.4,447817.0,38.5,False,0.651,0.043,-17.292,6,0.731,0.564,1994-04-18,44,0.0494,198.492,3,11
fZKQ1Eo/XLBvHRWw,7,42.4,289789.0,12.9,False,0.112,0.911,-44.906,6,0.924,0.076,2022-10-17,50,0.064,98.54,1,1
53BP2MdD7JKAYLUM,7,95.6,859071.0,79.5,False,0.0906,0.889,-5.622,6,0.00356,0.841,1997-01-17,75,0.15,,4,16
WrX1YGx1rUl2ogAY,9,43.7,782485.0,39.0,False,0.0791,0.000114,-14.888000000000002,6,0.63,0.218,1995-04-18,51,0.046,118.062,4,13
wgQIDhuoV5+C2r7P,1,51.9,386277.0,87.4,True,0.14,4.61e-06,-3.6880000000000006,6,0.007,0.625,2023-10-20,35,0.115,169.012,4,10
0hyIeIAdmBpEpgF8,7,42.6,120111.0,89.0,False,0.465,0.78,-5.396000000000001,6,0.00288,0.603,2023-09-08,53,0.0578,94.895,4,1
qddusN6tr5n7kX4I,11,90.7,596617.0,,True,0.0808,0.0,-7.536,5,0.246,0.961,2002-01-01,70,0.135,101.007,4,20
9aii54olScMkt0Qu,7,87.9,387471.0,56.7,False,0.622,0.0,-8.018,6,0.186,0.948,2010-07-13,63,0.0588,112.473,4,20
wfVjZ5DSRPgLL/SX,9,58.9,280005.0,27.1,False,0.138,0.868,-15.06,6,0.921,0.406,2023-07-02,45,0.0623,167.989,4,1
42aaGyLKSF09MDsR,7,58.9,431365.0,99.1,True,0.431,0.0,-2.26,6,0.00188,0.196,2023-10-27,0,0.197,121.971,4,13
cNtJas+fxvKdcMyj,5,27.1,278457.0,16.5,False,0.118,1.6e-06,-36.304,6,0.729,0.203,1968-01-01,80,0.0351,77.082,4,11
hbG/APQjKRSuJDxt,6,66.7,218655.0,45.7,True,0.114,0.0,-8.77,5,0.341,0.266,2021-11-09,74,,97.604,4,1
EMVKlhgf0Q+mAdFA,3,,411495.0,74.9,True,0.0869,0.000139,-7.502000000000001,6,0.00188,0.344,2015-01-01,74,0.0677,130.064,4,11
wo1Zps0NV3SmK5tI,9,36.8,606351.0,78.10000000000001,False,0.0477,0.000308,-6.199999999999999,5,0.00913,0.211,2011-01-01,56,0.0379,58.534,4,16
bxEF0Y5TL5Zb9iQT,0,43.8,282271.0,0.756,False,0.109,0.00643,-47.88,5,0.941,0.277,1956,67,,133.32,4,14
aZWmIE9W6A5TZAg/,6,24.8,588751.0,67.2,False,0.151,0.294,-10.046,6,0.0144,0.479,2002-08-27,44,0.0553,185.875,3,33
iw+3xfxJu24hXGcF,0,53.900000000000006,589337.0,6.78,False,0.114,0.168,,6,0.967,0.263,1958,60,0.0468,124.105,4,6
uGQXtJAKMDglc9eV,11,66.9,658377.0,66.3,True,0.347,0.0,-10.518,5,0.169,0.453,2011-01-01,62,0.045,94.523,4,18
n5zp0uCHSUVLjjV/,1,77.5,385701.0,,True,0.103,0.648,-9.564,5,0.00462,0.589,2023-10-13,46,0.0618,127.028,4,1
ufozBr531BhsFSk6,7,55.1,337265.0,60.0,True,0.291,2.94e-06,-6.002000000000001,6,0.0295,0.493,2022-09-30,62,0.0295,125.019,4,1
rlSPdree4mcnJtwV,3,66.9,312885.0,72.39999999999999,False,0.126,0.000298,-6.146000000000001,5,0.104,0.719,2023-07-26,46,0.0293,100.975,4,2
uWuDlDaJP0iiTUhk,0,58.3,384113.0,91.0,False,0.0876,0.0,-4.16,6,0.00138,0.343,2023-10-13,59,0.0517,119.016,4,1
ryIMNQ1yaCvpgE/n,0,81.0,533685.0,53.8,False,0.0951,0.0,,5,0.528,0.828,2007-01-01,78,0.0356,109.97,4,12
BlUtqjoScpgdPjfH,3,71.39999999999999,363177.0,68.0,False,0.229,1.82e-06,-6.978,6,0.135,0.934,2023-06-30,67,0.026,108.001,4,12
gNMKiGG9POqGueUR,6,67.80000000000001,324709.0,74.4,False,0.0631,2.35e-05,-3.116,5,0.495,0.433,2022-07-08,75,0.234,101.987,4,1
koYMJvyKgK7g5oVz,9,,783663.0,,True,0.113,1.52e-05,-10.774,6,0.313,0.162,2018-03-02,71,0.0258,86.15,4,10
/DabKPk3IB7PrqmM,10,84.89999999999999,375971.0,58.7,False,0.0599,0.0301,-8.26,5,0.0292,0.739,2023-09-22,47,0.0653,124.0,4,2
gkdhmkDIEg/pOhNq,3,33.0,432431.0,0.357,False,0.0989,0.953,-61.284000000000006,6,0.995,0.121,2022-07-22,64,,100.741,3,2
siIJC8gz5PY0OBbf,7,68.10000000000001,357605.0,23.6,False,0.0957,0.883,-28.822000000000003,5,0.717,0.652,2022-02-04,47,0.042,75.0,4,1
gnMDVxQ8HSXWE6S3,0,47.1,524163.0,45.3,False,0.326,0.537,,5,0.856,0.0677,2011-06-21,55,0.0462,119.959,4,10
u0UOWWeTrJk+8Qhv,1,,379197.0,74.8,False,0.13,0.0134,-9.702,5,0.00472,0.271,2022-08-19,61,0.0438,145.948,4,15
5NwSOQ824sXB2PaP,1,88.7,479471.0,,False,0.066,1.06e-05,-9.692,6,0.0295,0.761,1996-10-29,47,0.0518,94.013,4,13
grrV/GNcemRCJbHv,1,56.39999999999999,482917.0,74.7,False,0.121,5.84e-06,,6,0.013,0.418,2023-09-08,36,0.0251,145.958,4,1
iwhVyzUxFc2/2xSg,0,41.7,512983.0,84.0,False,0.104,5.58e-06,-4.622,6,0.00361,0.544,2023-07-07,37,0.0497,160.237,4,1
u8bW+llzFFPve9wW,10,80.30000000000001,401147.0,57.1,True,0.219,0.0,-11.158,5,0.0154,0.233,2023-10-09,55,0.0716,139.977,4,1
Gcho8Z/GEDUmzi4n,4,34.8,1351311.0,70.0,True,0.106,0.00228,-12.77,6,0.0397,0.416,1994-05-10,64,,93.614,4,17
pZAxL9QrxdCXh0yD,1,67.0,569107.0,55.900000000000006,False,0.1,0.187,-12.268,5,0.101,0.0762,2023-07-26,54,0.0352,131.987,4,1
Q13tBN6VhXDp3NKo,0,82.19999999999999,436225.0,88.4,False,0.0704,0.0,-4.266,6,0.303,0.626,2023-04-28,43,0.0475,115.032,4,1
3tMz7qoefv7K3ENU,7,76.8,408525.0,77.4,False,0.123,0.83,-4.25,5,0.0509,0.683,2022-05-27,27,0.0542,100.014,3,1
DciNYKSq5YT1Wt1U,6,77.8,278317.0,34.9,False,0.192,0.834,-15.675999999999998,5,0.477,0.22,2023-01-13,49,0.178,82.982,4,1
Uur2OlwUUA3VNopn,6,47.9,323951.0,85.5,False,0.354,0.0,-1.298,6,0.00302,,2022-10-21,54,0.0373,132.988,4,12
ge8ojOITL702dpa2,2,75.7,581791.0,71.8,False,0.376,1.1e-05,-7.018000000000001,6,0.0185,0.379,2020-08-14,56,0.184,107.068,4,12
/tEFxhedTcF1bR18,5,62.6,522809.0,84.2,False,0.257,0.0,-8.428,5,0.00704,0.709,2022-06-03,35,0.142,82.995,4,16
25gfqNYf2MCwFYXt,2,65.8,414973.0,80.2,True,0.385,0.00253,-10.398,6,0.736,,2023-03-09,35,0.0875,89.98,4,1
YEPUNCQbSKJXPPvH,0,74.8,344773.0,60.0,False,0.0821,1.05e-06,-6.034000000000001,6,0.00746,0.791,2023-03-03,40,0.04,97.032,4,1
ZbhFvef1QQMead9C,1,68.60000000000001,425629.0,72.0,False,0.0799,0.58,-10.4,5,0.0124,0.576,2023-10-19,32,0.0374,128.01,4,1
xAoAZEI1nIof+DBs,9,71.7,345825.0,74.9,False,0.384,0.000291,-8.246,6,0.0118,0.787,2020-09-11,49,0.0773,102.999,4,30
+IoU3hAuXKgY8uFl,9,64.60000000000001,338537.0,75.6,True,0.202,3e-05,-13.034,5,0.393,0.602,2017-05-26,65,0.488,193.88,4,19
k+o5vTop49cq27WA,5,51.6,681417.0,59.5,False,0.109,0.0,-4.26,6,0.0275,0.222,2017-05-12,85,0.0313,119.972,4,10
uKCrXuU+3pN8zIj5,9,56.3,315791.0,33.1,False,0.125,0.000846,,6,0.776,0.608,1968,53,0.0283,,4,13
Hlrh2QdBnwuVZ3MC,5,62.4,367337.0,25.7,False,0.138,7.56e-05,-21.682,6,0.93,0.681,1971,61,0.0444,85.617,4,10
ZxHJY/K6GA0gE+Dm,1,72.39999999999999,415097.0,87.0,False,0.833,0.0,-2.228,5,0.00453,0.81,2009-08-31,64,0.113,93.01,4,20
2fwtQSTfhlXi/NbY,7,8.85,463817.0,17.5,False,0.111,0.934,-32.414,6,0.752,0.0766,2011-02-14,32,0.0316,70.198,4,12
MGw/EkLC1N2jqToV,5,58.3,646965.0,62.1,True,0.181,0.00106,-8.804,5,0.00972,0.399,2014-11-24,75,0.0479,140.036,4,20
EBh2f2KjuGLPGFl8,9,46.2,380933.0,33.1,True,0.15,0.0,-12.588,5,0.911,0.604,2023-09-15,82,0.0432,141.364,3,1
fO0iT/h8nFtgCsZi,0,32.9,745285.0,93.2,False,0.0898,0.0433,-1.904,6,2.91e-06,0.299,2014-06-20,44,0.0548,134.461,4,11
VfJetlPXeQCDcV6J,11,51.4,488377.0,75.5,False,0.144,0.0664,-11.91,6,0.354,0.599,2020-09-22,61,0.03,77.415,4,15
EIP2vlhX9aWU44lL,8,79.3,433871.0,48.9,True,0.432,0.000101,-16.968,5,0.25,0.47,2019-08-30,66,0.284,120.097,4,14
OsvUrKzpfRg2/G3+,10,63.4,711951.0,73.7,False,0.119,0.635,-9.208,6,0.000186,0.379,1998-01-01,57,0.0354,95.811,4,13
D4eY+09viiGS2bdR,11,63.9,376005.0,82.0,False,0.309,0.00405,-6.972,6,0.0153,0.667,2023-03-16,63,0.0322,100.013,4,1
uCUnmwRf9ErKtqjF,5,50.9,368131.0,79.9,True,0.0761,0.0,,6,0.000829,0.204,2023-02-24,61,0.0697,95.998,4,7
gKDogeJopPQOB2ri,2,23.1,1884005.0,13.2,False,0.135,0.671,-35.554,6,0.963,0.0557,2021-04-30,45,0.0442,121.238,4,37
Fkc0FHU6r0PRJFKP,11,37.5,238005.0,,False,0.326,0.0,-16.57,5,0.864,0.726,1959-01-01,44,0.0748,80.553,4,12
aMoE6rJS4g66zmUy,11,,439389.0,98.3,False,0.423,0.0598,-3.378,6,1.48e-05,0.139,2020-07-24,48,0.241,130.055,4,1
LrRMrD9Bt2v+VMLG,0,8.14,451177.0,2.93,False,0.206,0.901,-45.842,6,0.982,0.0312,2007-11-20,42,0.0408,170.923,5,9
BecxBSFpQLsvoJNH,4,58.3,488751.0,90.0,False,0.548,0.435,-4.24,5,0.137,0.859,2005-09-01,27,0.0339,105.061,4,13
g57FRAzTCuljq+GK,7,29.6,250405.0,6.44,False,0.0748,0.879,-40.43,5,0.994,0.354,2021-04-09,58,0.0405,79.031,4,31
goXTdOqwnZmXJHq6,4,74.4,468671.0,38.7,False,0.108,0.00962,-15.308,6,0.612,0.843,1997,43,0.0474,,4,15
9aDVrgykh92OmN6/,8,21.2,587365.0,59.6,False,0.111,0.000799,-15.524,5,0.0214,0.607,2003-01-01,45,0.0427,,3,12
t0CpswC1+6AO0GqL,3,28.5,374085.0,14.2,False,0.443,0.00246,-24.268,6,0.849,0.374,1978-01-01,40,0.0356,82.002,4,16
+Fy55v8dQTXX7XQU,7,39.5,608751.0,75.6,True,0.319,0.00665,-3.24,6,1.74e-05,0.475,2000-10-31,69,0.0544,112.092,4,11
IDi4wpXFyGXYjdwr,1,34.8,525571.0,93.7,False,0.269,0.000735,-8.624,6,6.9e-06,0.194,2020-07-31,28,0.114,160.006,4,1
mpzmiGJoS0irqSyq,10,71.7,432963.0,52.6,False,0.134,2.67e-05,-11.98,5,0.0778,0.757,2023-06-30,31,0.0419,83.982,4,12
4U44hYU0DNbOkWoU,7,52.2,294793.0,67.9,False,0.112,5.92e-05,-4.640000000000001,5,0.565,0.682,2023-08-04,50,0.261,96.208,4,1
GCHd/hwWQLjAzhhN,1,46.1,538537.0,98.7,False,0.359,8.48e-05,1.5779999999999998,5,3.58e-05,0.309,2013-10-08,61,0.108,142.031,4,13
mDClaSu4jq0w+JjZ,5,58.5,364991.0,42.0,False,0.276,6.2e-06,-12.634,6,0.743,0.512,1998-02-17,49,0.0531,80.136,4,10
Vs5F3JyElzsnhzq6,6,80.7,430129.0,69.1,True,0.0412,0.893,-5.478,5,2.43e-05,0.808,2023-10-06,43,0.076,124.989,4,1
hdDTqHEdFWHj8vAW,8,52.900000000000006,397187.0,94.0,False,0.341,0.0,-1.898,6,0.0309,0.595,2023-08-25,55,0.0774,141.944,4,1
Uuq2Kn8Kkg600oo4,2,,458805.0,74.1,False,0.117,1.87e-06,,6,0.347,0.635,2010-11-02,76,0.0357,127.024,4,15
cqZDus4df4xvVZ9w,8,53.6,420991.0,72.3,False,0.288,0.00812,-22.796,5,0.165,0.916,1982-01-15,48,0.0415,126.737,4,10
ke+eVoqY5afi6sxa,0,,477973.0,93.0,False,0.287,0.00158,-3.321999999999999,5,0.0032,0.365,2018-06-08,55,0.0448,109.005,3,14
pxRpCDNZiOqA93cU,1,66.4,407337.0,76.0,False,0.34,0.0,,5,0.318,0.7,2023-05-19,81,0.0448,101.987,4,12
1degipAZFhmHtKa7,10,,607365.0,20.9,False,0.102,0.921,-32.888,6,0.865,0.224,2023-10-13,48,0.0354,131.85,4,2
Xj00BAq33E4jstjQ,0,65.2,488697.0,53.0,False,0.172,7.4e-05,-3.1660000000000004,5,0.264,0.538,2004-06-07,42,0.0262,78.896,4,10
G2DkXqPn8Dch5t/4,0,64.7,484485.0,86.8,False,0.129,0.124,-7.853999999999999,5,0.088,0.804,1976,72,0.106,121.82,4,10
KUKIHdi17wRcxUV0,4,67.7,386191.0,52.0,False,0.0532,0.0,-7.51,5,0.00277,0.768,2001,66,0.334,,4,16
iV5S8Vq6lCJwoE2O,2,30.8,195771.0,7.9,False,0.0954,0.947,-54.858,6,0.946,0.113,2023-03-06,69,,70.643,4,5
eMZZsaE69BadenLE,9,73.5,462351.0,67.9,False,0.0766,0.000198,-6.176,5,0.18,0.264,2011-01-01,64,0.0431,140.858,4,1
Pdb+OAaM3jmhIGf6,9,37.2,396457.0,96.1,False,0.0916,0.0548,-8.53,5,1.52e-05,,1991-03-20,59,0.0931,115.336,4,13
XKgD3ntQ8BieA0Lx,8,46.8,365791.0,97.7,False,0.0543,0.0213,-3.396000000000001,6,4.99e-06,0.493,2017-03-31,56,0.0645,134.996,4,11
BCi1Jm1BRdES/6Oz,10,62.3,486325.0,60.7,False,0.227,3.29e-06,-5.226000000000001,6,0.147,0.614,2000,76,0.0353,89.654,4,22
lkABn4g6bK5aM8/e,0,51.9,663205.0,60.8,False,0.326,0.00671,-8.606,6,0.098,0.639,2006-01-01,28,0.0402,108.86,4,11
NDrwIgPCu+NWENVT,5,63.1,457245.0,37.9,False,0.0947,0.918,-20.324,5,0.888,0.156,2023-02-17,61,0.0451,113.79,4,1
